Job Request ID ,Application Date,Customer Name,Gender,Contact Number,Email Address,National ID Number,Administrative Division (Lagos),Street Name,Zipcode,Description of Need,Latitude,Longitude,Job Status,Completed Date and time,Label,LCDA,Region,LGA
PP20150415762,04/15/2015,Ijeoma Balogun,Female,2.34808E+12,ijeoma.balogun28@hotmail.com,16208838631,Lagos Island Division,Ellsworth,94110,replacing house trap.,6.44308,3.392937,Closed,13/02/2026 04:03,Sanitation failure,Agbado-Oke Odo LCDA,Lagos Island,Apapa
PP20120229802,02/29/2012,Seyi Oladipo,Male,2.34904E+12,seyi.oladipo65@gmail.com,47995435210,Ikorodu Division,Fillmore,94115,Underground water pipe burst near hospital entrance,6.640284,3.509104,Closed,13/02/2026 04:03,Leak,Ifako-Agege LCDA,Ikeja,Mushin
PP20120621505,06/21/2012,Zainab Okafor,Female,2.3491E+12,zainab.okafor77@yahoo.com,80358366589,Lagos Island Division,Ramsell,94132,Toilet overflow due to heavily blocked drain system,6.507982,3.350401,Closed,13/02/2026 04:03,Blockage,Oto-Awori LCDA,Lagos Island,Lagos Mainland
PP20081027580,10/27/2008,Kunle Adeyemi,Male,2.34905E+12,kunle.adeyemi39@outlook.com,62566525190,Lagos Island Division,Folsom,94110,Water heater pipe leakage soaking utility area,6.530528,3.368666,Closed,13/02/2026 04:03,Leak,Epe LCDA,Badagry,Ajeromi-Ifelodun
PP20141027329,10/27/2014,Femi Yakubu,Male,2.3482E+12,femi.yakubu21@hotmail.com,72721727138,Ikorodu Division,09th,94103,Low water pressure affecting entire household supply,6.613162,3.52964,Closed,13/02/2026 04:03,Sanitation failure,Badagry West LCDA,Ikeja,Kosofe
PP20160408478,04/08/2016,Ijeoma Bamidele,Female,2.34816E+12,ijeoma.bamidele31@outlook.com,1189439936,Lagos Island Division,Gough,94123,Water main leakage along roadside causing traffic obstruction,6.522493,3.381374,Closed,13/02/2026 04:03,Leak,Ikeja LCDA,Epe,Epe
PP20190514780,05/14/2019,Olamide Ajayi,Male,2.34903E+12,olamide.ajayi39@hotmail.com,28480971731,Ikeja Division,Webster,94123,Severe shower pipe rupture flooding entire bathroom,6.592001,3.421657,Closed,13/02/2026 04:03,Sanitation failure,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20130410818,04/10/2013,Ifeanyi Okafor,Male,2.3491E+12,ifeanyi.okafor48@hotmail.com,15292846417,Ikeja Division,Miley,94123,Persistent dripping tap in kitchen wasting water daily,6.617004,3.33965,Closed,13/02/2026 04:03,Sanitation failure,Ifako-Agege LCDA,Ikeja,Mushin
PP20100414329,04/14/2010,Chinedu Eze,Male,2.34805E+12,chinedu.eze35@gmail.com,81137446383,Badagry Division,Banks,94110,Low water pressure affecting entire household supply,6.439034,2.884424,Closed,13/02/2026 04:03,Sanitation failure,Epe LCDA,Badagry,Ajeromi-Ifelodun
PP20100512992,05/12/2010,Amaka Ekanem,Female,2.34806E+12,amaka.ekanem78@hotmail.com,72506614398,Badagry Division,47th,94116,replace sewer lateral,6.463011,3.193507,Closed,13/02/2026 04:03,Sanitation failure,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20140602189,06/02/2014,Chinedu Ibrahim,Male,2.34903E+12,chinedu.ibrahim51@yahoo.com,12094233596,Badagry Division,Clay,94108,Flooding due to collapsed drainage system after rainfall,6.461055,3.26187,Closed,13/02/2026 04:03,Blockage,Yaba LCDA,Ikeja,Alimosho
PP20161220600,12/20/2016,Adaeze Nnamdi,Female,2.34906E+12,adaeze.nnamdi62@yahoo.com,67249557440,Ikeja Division,11th,94122,Severe shower pipe rupture flooding entire bathroom,6.533687,3.34317,Closed,13/02/2026 04:03,Sanitation failure,Egbe-Idimu LCDA,Ikeja,Ikeja
PP20151106358,11/06/2015,Temitope Eze,Female,2.34808E+12,temitope.eze78@yahoo.com,5994958766,Ikeja Division,Corbett,94131,"replace body shower & vanity, sink faucet",6.618134,3.340037,Closed,13/02/2026 04:03,Sanitation failure,Ikeja LCDA,Epe,Epe
PP20190925714,09/25/2019,Amaka Ajayi,Female,2.34901E+12,amaka.ajayi37@outlook.com,55064657276,Ikeja Division,Buchanan,94115,bathroom and kitchen remodel,6.672826,3.321057,Closed,13/02/2026 04:03,Sanitation failure,Orile-Agege LCDA,Ikeja,Kosofe
PP20090429954,04/29/2009,Obinna Nnamdi,Male,2.3491E+12,obinna.nnamdi86@hotmail.com,2938564246,Lagos Island Division,La Playa,94121,Bathroom floor drain completely clogged with wastewater backup,6.448159,3.362288,Closed,13/02/2026 04:03,Blockage,Surulere LCDA,Lagos Island,Apapa
PP20120425137,04/25/2012,Adaeze Mohammed,Female,2.34819E+12,adaeze.mohammed75@yahoo.com,88746394320,Lagos Island Division,Richland,94110,Water heater pipe leakage soaking utility area,6.457314,3.398919,Closed,13/02/2026 04:03,Leak,Isolo LCDA,Ikeja,Ikeja
PP20160511361,05/11/2016,Zainab Afolabi,Female,2.34815E+12,zainab.afolabi44@hotmail.com,41541741010,Lagos Island Division,25th,94121,Minor kitchen sink pipe leakage under cabinet,6.540537,3.383735,Closed,13/02/2026 04:03,Leak,Ifako-Agege LCDA,Ikeja,Mushin
PP20180308495,03/08/2018,Abdulrahman Nwosu,Male,2.34901E+12,abdulrahman.nwosu71@hotmail.com,99229069684,Lagos Island Division,Hugo,94122,Major pipe burst near primary school disrupting access road,6.521958,3.388841,Closed,13/02/2026 04:03,Leak,Badagry West LCDA,Ikeja,Kosofe
PP20150605309,06/05/2015,Yetunde Yakubu,Female,2.34814E+12,yetunde.yakubu56@yahoo.com,34773733713,Epe Division,Vicente,94116,Flooding due to collapsed drainage system after rainfall,6.595895,3.971324,Closed,13/02/2026 04:03,Blockage,Eredo LCDA,Ikeja,Mushin
PP20170228315,02/28/2017,Oluwaseun Bamidele,Male,2.34812E+12,oluwaseun.bamidele37@gmail.com,735495336,Ikeja Division,Mission Bay Blvd South,94158,add 1 ssp to meet and exceed coverage per new wall condition,6.533274,3.361612,Closed,13/02/2026 04:03,Sanitation failure,Ebute-Metta LCDA,Lagos Island,Eti-Osa
PP20190107979,01/07/2019,Temitope Ajayi,Female,2.34808E+12,temitope.ajayi32@outlook.com,8923843509,Lagos Island Division,21st,94110,Low water pressure affecting entire household supply,6.521424,3.392957,Closed,13/02/2026 04:03,Sanitation failure,Iba LCDA,Ikeja,Agege
PP20150902639,09/02/2015,Uche Ibrahim,Male,2.34813E+12,uche.ibrahim96@outlook.com,4480223669,Badagry Division,44th,94116,Septic tank backflow causing strong sewage odor indoors,6.465199,3.334556,Closed,13/02/2026 04:03,Sanitation failure,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20150127574,01/27/2015,Seyi Ogunleye,Male,2.34811E+12,seyi.ogunleye41@yahoo.com,48612646882,Lagos Island Division,Bay,94123,Sewer overflow spreading wastewater near market area,6.452369,3.394856,Closed,13/02/2026 04:03,Sanitation failure,Ayobo-Ipaja LCDA,Badagry,Ojo
PP20141216530,12/16/2014,Kunle Bamidele,Male,2.34904E+12,kunle.bamidele25@hotmail.com,75333651445,Badagry Division,16th,94122,Open manhole with visible sewage leakage on street,6.455737,3.318899,Closed,13/02/2026 04:03,Leak,Yaba LCDA,Ikeja,Alimosho
PP20150127558,01/27/2015,Chukwudi Balogun,Male,2.34802E+12,chukwudi.balogun60@outlook.com,67974197523,Ikorodu Division,Casitas,94127,gas houseline extension,6.635345,3.50203,Closed,13/02/2026 04:03,Sanitation failure,Ikorodu North LCDA,Ikorodu,Ikorodu
PP20171114370,11/14/2017,Oluwaseun Nnamdi,Male,2.34808E+12,oluwaseun.nnamdi63@hotmail.com,2315759283,Epe Division,Powell,94133,Bathroom floor drain completely clogged with wastewater backup,6.574086,3.962066,Closed,13/02/2026 04:03,Blockage,Oshodi-Bolade LCDA,Ikeja,Alimosho
PP20130717485,07/17/2013,Chukwudi Ajayi,Male,2.34907E+12,chukwudi.ajayi42@yahoo.com,53319111793,Ikeja Division,Brunswick,94112,Water heater pipe leakage soaking utility area,6.57691,3.403469,Closed,13/02/2026 04:03,Leak,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20191227290,12/27/2019,Adebayo Owolabi,Male,2.34907E+12,adebayo.owolabi17@hotmail.com,39924369656,Epe Division,Clement,94121,Water heater pipe leakage soaking utility area,6.60042,3.993698,Closed,13/02/2026 04:03,Leak,Lekki LCDA,Ikeja,Oshodi-Isolo
PP20170203669,02/03/2017,Emeka Nnamdi,Male,2.34816E+12,emeka.nnamdi33@gmail.com,67022496953,Lagos Island Division,Buchanan,94102,Water pipeline rupture near highway causing erosion,6.441918,3.381524,Closed,13/02/2026 04:03,Sanitation failure,Odi-Olowo/Ojuwoye LCDA,Lagos Island,Lagos Island
PP20081203067,12/03/2008,Seyi Okafor,Male,2.34806E+12,seyi.okafor73@yahoo.com,56374210312,Ikeja Division,California,94118,Water main leakage along roadside causing traffic obstruction,6.537118,3.351352,Closed,13/02/2026 04:03,Leak,Ikoyi-Obalende LCDA,Epe,Ibeju-Lekki
PP20200114717,01/14/2020,Chinedu Chukwu,Male,2.34818E+12,chinedu.chukwu46@hotmail.com,5347352726,Lagos Island Division,Gardenside,94131,"unit 304: installation of ice maker box. installation of bath tub, reconfirgured sink vent line",6.423806,3.381909,Closed,13/02/2026 04:03,Sanitation failure,Eredo LCDA,Ikeja,Mushin
PP20080623831,06/23/2008,Bola Mohammed,Female,2.34818E+12,bola.mohammed21@hotmail.com,62299721467,Epe Division,Powell,94133,Sewer overflow spreading wastewater near market area,6.456104,3.568546,Closed,13/02/2026 04:03,Sanitation failure,Ikoyi-Obalende LCDA,Epe,Ibeju-Lekki
PP20190404662,04/04/2019,Tunde Chukwu,Male,2.34904E+12,tunde.chukwu93@hotmail.com,1682792318,Lagos Island Division,19th,94114,Open manhole with visible sewage leakage on street,6.459026,3.383398,Closed,13/02/2026 04:03,Leak,Ikotun-Ikosi LCDA,Lagos Island,Lagos Mainland
PP20090812308,08/12/2009,Chinedu Abiola,Male,2.34816E+12,chinedu.abiola40@yahoo.com,44340995334,Ikeja Division,Ulloa,94127,Public tap pipe severely damaged in residential community,6.541143,3.360239,Closed,13/02/2026 04:03,Sanitation failure,Agbado-Oke Odo LCDA,Lagos Island,Apapa
PP20141020120,10/20/2014,Chinedu Ibrahim,Male,2.34906E+12,chinedu.ibrahim88@yahoo.com,3924947024,Badagry Division,29th,94122,Severe shower pipe rupture flooding entire bathroom,6.455948,3.258534,Closed,13/02/2026 04:03,Sanitation failure,Badagry Central LCDA,Badagry,Ajeromi-Ifelodun
PP20190225404,02/25/2019,Uche Oladipo,Male,2.34905E+12,uche.oladipo46@hotmail.com,25925737632,Ikeja Division,09th,94122,Open manhole with visible sewage leakage on street,6.677389,3.331412,Closed,13/02/2026 04:03,Leak,Epe LCDA,Badagry,Ajeromi-Ifelodun
PP20191115242,11/15/2019,Tunde Danladi,Male,2.34807E+12,tunde.danladi84@yahoo.com,44608188262,Ikeja Division,Embarcadero Center,94111,"existing fire sprinkler syst. t.i. 4 added, 74 relocated & 3 removed spkrs (11tth floor)",6.616542,3.335374,Closed,13/02/2026 04:03,Sanitation failure,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20120726347,07/26/2012,Opeyemi Okafor,Female,2.3481E+12,opeyemi.okafor84@hotmail.com,77246020166,Ikeja Division,Scott,94115,Open manhole with visible sewage leakage on street,6.60146,3.292193,Closed,13/02/2026 04:03,Leak,Coker-Aguda LCDA,Ikeja,Agege
PP20140314011,03/14/2014,Chioma Nnamdi,Female,2.34902E+12,chioma.nnamdi82@hotmail.com,25518713836,Ikeja Division,20th,94110,Open manhole with visible sewage leakage on street,6.56637,3.415717,Closed,13/02/2026 04:03,Leak,Isolo LCDA,Ikeja,Ikeja
PP20110121530,01/21/2011,Aisha Ajayi,Female,2.34909E+12,aisha.ajayi19@yahoo.com,49503455421,Ikeja Division,Octavia,94102,Cracked underground pipe slowly flooding compound,6.543714,3.297064,Closed,13/02/2026 04:03,Sanitation failure,Bariga LCDA,Badagry,Amuwo-Odofin
PP20120521746,05/21/2012,Temitope Ibrahim,Female,2.34905E+12,temitope.ibrahim52@gmail.com,60436178904,Ikeja Division,Bright,94132,Open manhole with visible sewage leakage on street,6.603599,3.36542,Closed,13/02/2026 04:03,Leak,Mosan-Okunola LCDA,Epe,Epe
PP20131025408,10/25/2013,Olamide Adeyemi,Male,2.34819E+12,olamide.adeyemi46@yahoo.com,34820231007,Badagry Division,Mariner,94130,Major pipe burst near primary school disrupting access road,6.424183,2.869295,Closed,13/02/2026 04:03,Leak,Ojodu LCDA,Lagos Island,Eti-Osa
PP20110204841,02/04/2011,Kunle Umeh,Male,2.34811E+12,kunle.umeh41@hotmail.com,31927579425,Ikeja Division,Rolph,94112,Major pipe burst near primary school disrupting access road,6.543704,3.317508,Closed,13/02/2026 04:03,Leak,Badagry West LCDA,Ikeja,Kosofe
PP20130531239,05/31/2013,Chisom Nwosu,Female,2.34806E+12,chisom.nwosu23@yahoo.com,97442270385,Ikeja Division,Revere,94124,Persistent dripping tap in kitchen wasting water daily,6.659975,3.326354,Closed,13/02/2026 04:03,Sanitation failure,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20170829286,08/29/2017,Ngozi Adebisi,Female,2.3482E+12,ngozi.adebisi13@hotmail.com,59665877160,Ikorodu Division,Turk,94102,Blocked drainage channel causing street-level flooding,6.624901,3.500817,Closed,13/02/2026 04:03,Blockage,Eredo LCDA,Ikeja,Mushin
PP20110518263,05/18/2011,Emeka Danladi,Male,2.34814E+12,emeka.danladi19@yahoo.com,97284668137,Lagos Island Division,Francisco,94133,replace sewer house trap.,6.449854,3.34566,Closed,13/02/2026 04:03,Sanitation failure,Oshodi-Bolade LCDA,Ikeja,Alimosho
PP20101027798,10/27/2010,Chukwudi Umeh,Male,2.34909E+12,chukwudi.umeh25@outlook.com,44246375553,Badagry Division,Whitfield,94124,Low water pressure affecting entire household supply,6.443986,3.253198,Closed,13/02/2026 04:03,Sanitation failure,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20111028064,10/28/2011,Chukwudi Oladipo,Male,2.34809E+12,chukwudi.oladipo27@gmail.com,29551983397,Ikeja Division,Waterville,94124,Flooding due to collapsed drainage system after rainfall,6.58587,3.355905,Closed,13/02/2026 04:03,Blockage,Ayobo-Ipaja LCDA,Badagry,Ojo
PP20110902751,09/02/2011,Chisom Ajayi,Female,2.34815E+12,chisom.ajayi16@hotmail.com,29661231895,Ikeja Division,Mission,94110,Low water pressure affecting entire household supply,6.553404,3.313625,Open,13/02/2026 04:03,Sanitation failure,Ojokoro LCDA,Badagry,Amuwo-Odofin
PP20180525734,05/25/2018,Ayomide Danladi,Male,2.34807E+12,ayomide.danladi56@outlook.com,759651273,Ikeja Division,Leland,94134,Flooding due to collapsed drainage system after rainfall,6.555839,3.321741,Closed,13/02/2026 04:03,Blockage,Eredo LCDA,Ikeja,Mushin
PP20170926063,09/26/2017,Opeyemi Afolabi,Female,2.34818E+12,opeyemi.afolabi91@outlook.com,72160214194,Ikeja Division,Mountain Spring,94114,"repipe kitchen, 4 bathrooms, 1 laundry. install 1 water heater",6.554852,3.303806,Closed,13/02/2026 04:03,Sanitation failure,Badagry Central LCDA,Badagry,Ajeromi-Ifelodun
PP20151015785,10/15/2015,Femi Bamidele,Male,2.34906E+12,femi.bamidele91@outlook.com,28987496121,Ikeja Division,Cotter,94112,Water heater pipe leakage soaking utility area,6.671023,3.334033,Closed,13/02/2026 04:03,Leak,Epe LCDA,Badagry,Ajeromi-Ifelodun
PP20110928349,09/28/2011,Chioma Ojo,Female,2.34812E+12,chioma.ojo10@gmail.com,90238180857,Ikeja Division,Vicente,94127,Open manhole with visible sewage leakage on street,6.583789,3.417106,Closed,13/02/2026 04:03,Leak,Ifako-Ijaiye LCDA,Badagry,Badagry
PP20080625951,06/25/2008,Uche Eze,Male,2.34816E+12,uche.eze80@yahoo.com,27863551140,Ikeja Division,Teresita,94127,Water pipeline rupture near highway causing erosion,6.66278,3.321971,Closed,13/02/2026 04:03,Sanitation failure,Ikorodu North LCDA,Ikorodu,Ikorodu
PP20110518272,05/18/2011,Zainab Ojo,Female,2.34809E+12,zainab.ojo68@hotmail.com,49227220799,Ikeja Division,Leavenworth,94102,Sudden burst water pipe inside bathroom wall causing flooding,6.601474,3.353496,Closed,13/02/2026 04:03,Leak,Ojokoro LCDA,Badagry,Amuwo-Odofin
PP20170508135,05/08/2017,Chinedu Adeyemi,Male,2.34902E+12,chinedu.adeyemi41@outlook.com,57251238367,Lagos Island Division,Fulton,94102,Water pipeline rupture near highway causing erosion,6.511961,3.372271,Closed,13/02/2026 04:03,Sanitation failure,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20170131581,01/31/2017,Temitope Ibrahim,Female,2.34903E+12,temitope.ibrahim26@yahoo.com,41744652603,Ikeja Division,Wisconsin,94107,"5 bathrooms remodel, new underground sewer & storm drain line, new main water line, kitchen & laundry remodel, radiant floor heating, boiler installation.",6.576116,3.425649,Closed,13/02/2026 04:03,Blockage,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20191101878,11/01/2019,Yetunde Akinyemi,Female,2.34818E+12,yetunde.akinyemi26@gmail.com,35597063598,Lagos Island Division,Jones,94102,Water heater pipe leakage soaking utility area,6.493951,3.373277,Closed,13/02/2026 04:03,Leak,Mosan-Okunola LCDA,Epe,Epe
PP20120810722,08/10/2012,Bola Owolabi,Female,2.34808E+12,bola.owolabi30@outlook.com,27251814536,Lagos Island Division,Precita,94110,"bathtub swap r&r toilet, r&r sink.",6.447365,3.39749,Closed,13/02/2026 04:03,Sanitation failure,Badagry West LCDA,Ikeja,Kosofe
PP20110204823,02/04/2011,Kelechi Afolabi,Male,2.34817E+12,kelechi.afolabi15@hotmail.com,66699814981,Badagry Division,Homestead,94114,Blocked drainage channel causing street-level flooding,6.452647,3.204451,Closed,13/02/2026 04:03,Blockage,Epe LCDA,Badagry,Ajeromi-Ifelodun
PP20141209381,12/09/2014,Uche Okoye,Male,2.34806E+12,uche.okoye58@hotmail.com,26829773578,Ikeja Division,Winding,94112,Cracked underground pipe slowly flooding compound,6.541724,3.311198,Closed,13/02/2026 04:03,Sanitation failure,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20080320055,03/20/2008,Olamide Okoye,Male,2.34904E+12,olamide.okoye35@hotmail.com,10492503517,Badagry Division,03rd,94124,Septic tank backflow causing strong sewage odor indoors,6.421338,2.889138,Closed,13/02/2026 04:03,Sanitation failure,Bariga LCDA,Badagry,Amuwo-Odofin
PP20120807600,08/07/2012,Obinna Ogunleye,Male,2.34906E+12,obinna.ogunleye81@gmail.com,31079066579,Badagry Division,Westwood,94112,Major pipe burst near primary school disrupting access road,6.448147,3.248702,Closed,13/02/2026 04:03,Leak,Ebute-Metta LCDA,Lagos Island,Eti-Osa
PP20160317849,03/17/2016,Olamide Balogun,Male,2.34815E+12,olamide.balogun53@outlook.com,56989408,Ikeja Division,Great,94121,High-pressure pipe burst affecting multiple residential buildings,6.615938,3.33453,Closed,13/02/2026 04:03,Leak,Oto-Awori LCDA,Lagos Island,Lagos Mainland
PP20100602467,06/02/2010,Kelechi Adeyemi,Male,2.34808E+12,kelechi.adeyemi38@gmail.com,45812621678,Ikorodu Division,Orizaba,94112,Open manhole with visible sewage leakage on street,6.629039,3.532605,Closed,13/02/2026 04:03,Leak,Ebute-Metta LCDA,Lagos Island,Eti-Osa
PP20170929152,09/29/2017,Aisha Balogun,Female,2.34809E+12,aisha.balogun27@hotmail.com,11634059701,Epe Division,Bonview,94110,Blocked drainage channel causing street-level flooding,6.464425,3.571302,Closed,13/02/2026 04:03,Blockage,Igbogbo-Baiyeku LCDA,Badagry,Ojo
PP20180314648,03/14/2018,Chioma Bamidele,Female,2.34807E+12,chioma.bamidele72@yahoo.com,61854697854,Ikeja Division,Glenbrook,94114,final for all work completed under pp20160413623 and pp20161229810.,6.552717,3.333897,Closed,13/02/2026 04:03,Sanitation failure,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20140311904,03/11/2014,Kelechi Abiola,Male,2.34902E+12,kelechi.abiola84@gmail.com,61730283992,Ikeja Division,Eddy,94109,Water heater pipe leakage soaking utility area,6.575263,3.433091,Closed,13/02/2026 04:03,Leak,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20131202374,12/02/2013,Ifeanyi Mohammed,Male,2.34811E+12,ifeanyi.mohammed85@outlook.com,32215959375,Ikorodu Division,37th,94116,Low water pressure affecting entire household supply,6.636177,3.504964,Closed,13/02/2026 04:03,Sanitation failure,Epe LCDA,Badagry,Ajeromi-Ifelodun
PP20100805950,08/05/2010,Chukwudi Ogunleye,Male,2.34815E+12,chukwudi.ogunleye12@outlook.com,75822195664,Badagry Division,Persia,94112,Bathroom floor drain completely clogged with wastewater backup,6.47239,3.349584,Closed,13/02/2026 04:03,Blockage,Amuwo-Odofin LCDA,Ikeja,Ifako-Ijaiye
PP20170425818,04/25/2017,Olamide Umeh,Male,2.34907E+12,olamide.umeh47@outlook.com,56196057005,Ikeja Division,Market,94114,Severe shower pipe rupture flooding entire bathroom,6.611709,3.333964,Closed,13/02/2026 04:03,Sanitation failure,Oshodi-Bolade LCDA,Ikeja,Alimosho
PP20191217052,12/17/2019,Temitope Afolabi,Female,2.34813E+12,temitope.afolabi82@outlook.com,42996665388,Ikeja Division,Bancroft,94124,Severe shower pipe rupture flooding entire bathroom,6.663983,3.318452,Closed,13/02/2026 04:03,Sanitation failure,Amuwo-Odofin LCDA,Ikeja,Ifako-Ijaiye
PP20181011623,10/11/2018,Adaeze Akinyemi,Female,2.34902E+12,adaeze.akinyemi49@hotmail.com,66748566862,Lagos Island Division,Chenery,94131,Severe shower pipe rupture flooding entire bathroom,6.517907,3.366961,Closed,13/02/2026 04:03,Sanitation failure,Lekki LCDA,Ikeja,Oshodi-Isolo
PP20151102254,11/02/2015,Temitope Afolabi,Female,2.34812E+12,temitope.afolabi63@hotmail.com,55653520047,Lagos Island Division,Divisadero,94115,"remodel 3 bathrooms, install two shower pans.,",6.524741,3.3715,Closed,13/02/2026 04:03,Sanitation failure,Ikotun-Ikosi LCDA,Lagos Island,Lagos Mainland
PP20111004473,10/04/2011,Obinna Ajayi,Male,2.34906E+12,obinna.ajayi29@outlook.com,21788171670,Badagry Division,Mission,94112,Water heater pipe leakage soaking utility area,6.452338,3.234441,Closed,13/02/2026 04:03,Leak,Lekki LCDA,Ikeja,Oshodi-Isolo
PP20100922018,09/22/2010,Emeka Balogun,Male,2.34817E+12,emeka.balogun14@outlook.com,72069278107,Lagos Island Division,Monterey,94131,remove and replace roof drain.,6.527709,3.387535,Closed,13/02/2026 04:03,Blockage,Oriade LCDA,Lagos Island,Lagos Island
PP20130107215,01/07/2013,Chioma Ekanem,Female,2.34816E+12,chioma.ekanem49@outlook.com,95902885275,Lagos Island Division,Bay,94133,Sudden burst water pipe inside bathroom wall causing flooding,6.434163,3.398441,Open,13/02/2026 04:03,Leak,Ikorodu West LCDA,Ikorodu,Ikorodu
PP20090422779,04/22/2009,Oluwaseun Danladi,Male,2.34902E+12,oluwaseun.danladi81@hotmail.com,5471650752,Badagry Division,Eddy,94109,"install new mop sink, waste line and new hot and cold water line",6.478977,3.321204,Closed,13/02/2026 04:03,Sanitation failure,Onigbongbo LCDA,Epe,Ibeju-Lekki
PP20160205704,02/05/2016,Amaka Abiola,Female,2.34908E+12,amaka.abiola42@yahoo.com,46831267420,Ikeja Division,Ingerson,94124,Cracked underground pipe slowly flooding compound,6.600026,3.42089,Open,13/02/2026 04:03,Sanitation failure,Bariga LCDA,Badagry,Amuwo-Odofin
PP20171127613,11/27/2017,Adaeze Ojo,Female,2.34908E+12,adaeze.ojo46@hotmail.com,90142611201,Ikeja Division,Sutter,94109,Sudden burst water pipe inside bathroom wall causing flooding,6.57625,3.416142,Closed,13/02/2026 04:03,Leak,Yaba LCDA,Ikeja,Alimosho
PP20190128644,01/28/2019,Aisha Okafor,Female,2.34907E+12,aisha.okafor52@outlook.com,42951732478,Badagry Division,Market,94105,Water heater pipe leakage soaking utility area,6.472283,3.33406,Closed,13/02/2026 04:03,Leak,Agboyi-Ketu LCDA,Lagos Island,Surulere
PP20160226266,02/26/2016,Temitope Akinyemi,Female,2.34906E+12,temitope.akinyemi45@yahoo.com,3558049058,Ikorodu Division,21st,94110,Septic tank backflow causing strong sewage odor indoors,6.624788,3.501293,Closed,13/02/2026 04:03,Sanitation failure,Ebute-Metta LCDA,Lagos Island,Eti-Osa
PP20150323034,03/23/2015,Olamide Nwosu,Male,2.34904E+12,olamide.nwosu58@gmail.com,39982649067,Lagos Island Division,05th,94118,Sewer overflow spreading wastewater near market area,6.526094,3.365063,Closed,13/02/2026 04:03,Sanitation failure,Ojodu LCDA,Lagos Island,Eti-Osa
PP20141126119,11/26/2014,Adaeze Adeyemi,Female,2.34905E+12,adaeze.adeyemi75@gmail.com,50865323081,Lagos Island Division,15th,94114,kitchen and bathroom reodel adding one powder room.,6.452988,3.385661,Closed,13/02/2026 04:03,Sanitation failure,Ayobo-Ipaja LCDA,Badagry,Ojo
PP20171108252,11/08/2017,Ijeoma Okafor,Female,2.34809E+12,ijeoma.okafor27@yahoo.com,12092384502,Ikeja Division,Steiner,94123,Water main leakage along roadside causing traffic obstruction,6.662445,3.340961,Closed,13/02/2026 04:03,Leak,Badagry Central LCDA,Badagry,Ajeromi-Ifelodun
PP20150309634,03/09/2015,Amaka Ojo,Female,2.34804E+12,amaka.ojo24@outlook.com,66908061888,Lagos Island Division,California,94111,"fire sprinkler t/i ""sales center"" 181 fremont: suite #4225.",6.444013,3.427991,Closed,13/02/2026 04:03,Sanitation failure,Bariga LCDA,Badagry,Amuwo-Odofin
PP20160208722,02/08/2016,Bola Umeh,Female,2.34816E+12,bola.umeh22@yahoo.com,35125061746,Lagos Island Division,45th,94121,Underground water pipe burst near hospital entrance,6.485977,3.357636,Closed,13/02/2026 04:03,Leak,Lekki LCDA,Ikeja,Oshodi-Isolo
PP20130923355,09/23/2013,Adaeze Danladi,Female,2.34809E+12,adaeze.danladi45@hotmail.com,72583960689,Ikeja Division,04th,94107,Water pipeline rupture near highway causing erosion,6.681931,3.330017,Closed,13/02/2026 04:03,Sanitation failure,Ikosi-Isheri LCDA,Ikeja,Somolu
PP20190724843,07/24/2019,Amaka Nnamdi,Female,2.34906E+12,amaka.nnamdi50@gmail.com,73260706597,Ikeja Division,Silver,94134,Major pipe burst near primary school disrupting access road,6.638693,3.339933,Closed,13/02/2026 04:03,Leak,Yaba LCDA,Ikeja,Alimosho
PP20140724647,07/24/2014,Tunde Bamidele,Male,2.34811E+12,tunde.bamidele37@yahoo.com,54836595413,Lagos Island Division,North Point,94109,unit 601 - 6th floor: install mix valve in two bathrooms and raise shower head 60-10 inches fromoriginal position. replace existing sink(s) fixtures. replace (e) fixtures at kitchen,6.43502,3.418809,Closed,13/02/2026 04:03,Sanitation failure,Ikotun-Ikosi LCDA,Lagos Island,Lagos Mainland
PP20160128441,01/28/2016,Ifeanyi Nwosu,Male,2.34818E+12,ifeanyi.nwosu92@gmail.com,8873403341,Ikeja Division,Habitat,94112,to obtain final inspections for work approved for previous permit pp20150108932.,6.671135,3.327075,Closed,13/02/2026 04:03,Sanitation failure,Amuwo-Odofin LCDA,Ikeja,Ifako-Ijaiye
PP20111102171,11/02/2011,Oluwaseun Adebisi,Male,2.34902E+12,oluwaseun.adebisi74@gmail.com,11715170145,Ikeja Division,35th,94116,install new shower base.,6.608881,3.361067,Closed,13/02/2026 04:03,Sanitation failure,Oshodi-Bolade LCDA,Ikeja,Alimosho
